source,target,company,similarity
clark donald jeff,hughes bryan l,WGO,2.40445
clark donald jeff,west christopher david,WGO,2.24654
degnan steven scott,dummett steven r,WGO,2.81037
degnan steven scott,folkers scott c,WGO,3.3336
degnan steven scott,heidemann donald l,WGO,2.55929
degnan steven scott,krieger daryl wayne,WGO,3.12833
degnan steven scott,nielsen sarah n,WGO,2.84667
dummett steven r,folkers scott c,WGO,4.08782
dummett steven r,heidemann donald l,WGO,4.32823
dummett steven r,krieger daryl wayne,WGO,5.62075
dummett steven r,nielsen sarah n,WGO,5.09049
folkers scott c,heidemann donald l,WGO,3.71029
folkers scott c,krieger daryl wayne,WGO,4.53526
folkers scott c,nielsen sarah n,WGO,4.18008
gossett robert l,oleary william j,WGO,2.84898
gossett robert l,potts randy j,WGO,2.8023
happe michael j,hughes bryan l,WGO,3.93862
happe michael j,west christopher david,WGO,3.9116
happe michael j,woodson bret a,WGO,3.75301
heidemann donald l,krieger daryl wayne,WGO,5.11858
heidemann donald l,nielsen sarah n,WGO,5.01088
hughes bryan l,west christopher david,WGO,4.455
hughes bryan l,woodson bret a,WGO,3.15973
krieger daryl wayne,nielsen sarah n,WGO,5.69334
oleary william j,potts randy j,WGO,2.8023
west christopher david,woodson bret a,WGO,3.16356
fluxman leonard i,lazarus stephen,OSW,2.06401
landes joshua,obus nelson,MSLP,2.78964
blumenthal neil harris,gilboa david abraham,WRBY,2.49047
dentino william,pedersen curtis,MOH,13.1665
dakos andrew,goldstein phillip,PHF,14.6087
dakos andrew,samuels steven,PHF,14.6087
goldstein phillip,samuels steven,PHF,14.6087
bryant robert w.,kramvis andreas,AXTA,2
daniel christopher f,masciantonio ronald james,DEST,2.07535
cobb john,han kong yeu,ISSI,2.1183
greenberg m susan,greenberg robert,SKX,2.62195
frome james j.,nelson kimberly k.,SPSC,3.43265
bursky andrew m,fazio timothy j,HZN,9
kennedy john c,wilson harry james,HZN,4.66472
klenzing margaret scripps,scripps william a.,SNI,2.61497
almeida jose e,brown richard g jr,COV,3.74768
almeida jose e,clemmer james c,COV,3.43537
almeida jose e,dockendorff charles j,COV,4.12245
almeida jose e,dunford michael p,COV,4.12245
almeida jose e,green eric c,COV,4.12245
almeida jose e,hanson bryan c,COV,4.12245
almeida jose e,lannum coleman n iii,COV,3.65193
almeida jose e,masterson john h,COV,4.12245
almeida jose e,sgrignari michael,COV,4.82313
almeida jose e,tarnoff michael e,COV,4.12245
almeida jose e,wehrly peter l,COV,4.12245
almeida jose e,wendell amy mcbride,COV,4.12245
brown richard g jr,clemmer james c,COV,3.17111
brown richard g jr,dockendorff charles j,COV,3.74768
brown richard g jr,dunford michael p,COV,3.74768
brown richard g jr,green eric c,COV,3.74768
brown richard g jr,hanson bryan c,COV,3.74768
brown richard g jr,lannum coleman n iii,COV,3.25462
brown richard g jr,masterson john h,COV,3.74768
brown richard g jr,sgrignari michael,COV,4.45212
brown richard g jr,tarnoff michael e,COV,3.74768
brown richard g jr,wehrly peter l,COV,3.74768
brown richard g jr,wendell amy mcbride,COV,3.74768
clemmer james c,dockendorff charles j,COV,3.43537
clemmer james c,dunford michael p,COV,3.43537
clemmer james c,green eric c,COV,3.43537
clemmer james c,hanson bryan c,COV,3.43537
clemmer james c,lannum coleman n iii,COV,3.13022
clemmer james c,masterson john h,COV,3.43537
clemmer james c,sgrignari michael,COV,3.99156
clemmer james c,tarnoff michael e,COV,3.43537
clemmer james c,wehrly peter l,COV,3.43537
clemmer james c,wendell amy mcbride,COV,3.43537
dockendorff charles j,dunford michael p,COV,4.12245
dockendorff charles j,green eric c,COV,4.12245
dockendorff charles j,hanson bryan c,COV,4.12245
dockendorff charles j,lannum coleman n iii,COV,3.65193
dockendorff charles j,masterson john h,COV,4.12245
dockendorff charles j,sgrignari michael,COV,4.82313
dockendorff charles j,tarnoff michael e,COV,4.12245
dockendorff charles j,wehrly peter l,COV,4.12245
dockendorff charles j,wendell amy mcbride,COV,4.12245
dunford michael p,green eric c,COV,4.12245
dunford michael p,hanson bryan c,COV,4.12245
dunford michael p,lannum coleman n iii,COV,3.65193
dunford michael p,masterson john h,COV,4.12245
dunford michael p,sgrignari michael,COV,4.82313
dunford michael p,tarnoff michael e,COV,4.12245
dunford michael p,wehrly peter l,COV,4.12245
dunford michael p,wendell amy mcbride,COV,4.12245
green eric c,hanson bryan c,COV,4.12245
green eric c,lannum coleman n iii,COV,3.65193
green eric c,masterson john h,COV,4.12245
green eric c,sgrignari michael,COV,4.82313
green eric c,tarnoff michael e,COV,4.12245
green eric c,wehrly peter l,COV,4.12245
green eric c,wendell amy mcbride,COV,4.12245
hanson bryan c,lannum coleman n iii,COV,3.65193
hanson bryan c,masterson john h,COV,4.12245
hanson bryan c,sgrignari michael,COV,4.82313
hanson bryan c,tarnoff michael e,COV,4.12245
hanson bryan c,wehrly peter l,COV,4.12245
hanson bryan c,wendell amy mcbride,COV,4.12245
lannum coleman n iii,masterson john h,COV,3.65193
lannum coleman n iii,sgrignari michael,COV,4.55296
lannum coleman n iii,tarnoff michael e,COV,3.65193
lannum coleman n iii,wehrly peter l,COV,3.65193
lannum coleman n iii,wendell amy mcbride,COV,3.65193
masterson john h,sgrignari michael,COV,4.82313
masterson john h,tarnoff michael e,COV,4.12245
masterson john h,wehrly peter l,COV,4.12245
masterson john h,wendell amy mcbride,COV,4.12245
sgrignari michael,tarnoff michael e,COV,4.82313
sgrignari michael,wehrly peter l,COV,4.82313
sgrignari michael,wendell amy mcbride,COV,4.82313
tarnoff michael e,wehrly peter l,COV,4.12245
tarnoff michael e,wendell amy mcbride,COV,4.12245
wehrly peter l,wendell amy mcbride,COV,4.12245
buckley jeffrey,glazer david a.,PLTR,2.05782
buckley jeffrey,sankar shyam,PLTR,2.30118
cohen stephen andrew,glazer david a.,PLTR,3.28358
cohen stephen andrew,sankar shyam,PLTR,2.46203
cohen stephen andrew,taylor ryan d.,PLTR,2.48673
glazer david a.,sankar shyam,PLTR,3.55218
glazer david a.,taylor ryan d.,PLTR,4.11826
sankar shyam,taylor ryan d.,PLTR,2.99741
drapkin matthew a,reese jason w.,GEG,3.93761
coraine richard d,haida toni,SHAK,2.26291
david a. swinghamer grat,swinghamer david a,SHAK,2.57861
david a. swinghamer grat,swinghamer susan,SHAK,4.90072
flug jeffrey,flug sheryl h,SHAK,6.58025
mcquinn michael c,meyer audrey h,SHAK,2.39512
swinghamer david a,swinghamer susan,SHAK,2.57861
bilenker joshua h.,burstein jennifer,LOXO,2.41595
bilenker joshua h.,van naarden jacob,LOXO,3.31152
burstein jennifer,van naarden jacob,LOXO,2.58673
elms steve,purcell dennis j,LOXO,2.75102
elms steve,schiff andrew n,LOXO,2.75102
purcell dennis j,schiff andrew n,LOXO,2.75102
gazulis theodore,sutton nicholas j,REN,5.58776
radoff bradley louis,singer eric,SPRT,6.15298
mule edward a,o'shea robert j,BAS,10.5414
koski beverly,koski christine l,SNHY,6.98817
koski beverly,koski robert c,SNHY,6.98817
koski beverly,koski thomas l,SNHY,6.98817
koski christine l,koski robert c,SNHY,6.98817
koski christine l,koski thomas l,SNHY,6.98817
koski robert c,koski thomas l,SNHY,6.98817
daniels  robert p,kleckner james j.,APC,2.12536
douglas margaret c.,kleckner james j.,APC,2.83382
douglas margaret c.,meloy charles alvin,APC,5.89796
gwin robert g,reeves robert k,APC,2.39543
gwin robert g,walker r a,APC,2.35759
kleckner james j.,meloy charles alvin,APC,2.83382
reeves robert k,walker r a,APC,2.20042
berkowitz bruce r,lampert edward s,SHLD,3.11316
barnes phineas,fralic christopher,APRN,18.2476
barnes phineas,hayes robert,APRN,18.2476
barnes phineas,kopelman joshua,APRN,18.2476
barnes phineas,trenchard william,APRN,18.2476
fralic christopher,hayes robert,APRN,18.2476
fralic christopher,kopelman joshua,APRN,18.2476
fralic christopher,trenchard william,APRN,18.2476
hayes robert,kopelman joshua,APRN,18.2476
hayes robert,trenchard william,APRN,18.2476
kopelman joshua,trenchard william,APRN,18.2476
adams raymond john iii,lennox michael,HP,2.08309
adams raymond john iii,momper sara marie,HP,2.4192
bell john r.,hair cara m.,HP,4.03382
bell john r.,lennox michael,HP,2.46087
bell john r.,lindsay john w,HP,3.51751
bell john r.,stauder robert l.,HP,2.89124
bell john r.,tardio juan pablo,HP,2.2024
flaherty jeffrey l,helm gordon k,HP,3.37585
hair cara m.,lennox michael,HP,2.78532
hair cara m.,lindsay john w,HP,3.69
hair cara m.,stauder robert l.,HP,2.8568
hair cara m.,tardio juan pablo,HP,2.13758
lennox michael,lindsay john w,HP,2.21294
lindsay john w,stauder robert l.,HP,2.98603
lindsay john w,tardio juan pablo,HP,3.87079
stauder robert l.,tardio juan pablo,HP,4.85077
clary rebecca,ponder l barbee iv,GSAT,2.67759
sands richard,sands robert,STZ,7.42221
bowers christopher d,brinkley cynthia j,CNC,2.3857
brooks mark j,burkhalter brandy,CNC,3.45506
brooks mark j,isaak christopher r,CNC,2.82616
burkhalter brandy,isaak christopher r,CNC,3.81393
burkhalter brandy,neidorff michael f,CNC,2.39535
burkhalter brandy,schwaneke jeffrey a.,CNC,2.00279
goldman carol,imholz donald g,CNC,3.07075
goldman carol,scheffel william n,CNC,3.07075
hunter jesse n,isaak christopher r,CNC,2.35039
hunter jesse n,neidorff michael f,CNC,3.03005
hunter jesse n,schwaneke jeffrey a.,CNC,4.22452
hunter jesse n,williamson keith h,CNC,3.28771
imholz donald g,scheffel william n,CNC,6.22449
isaak christopher r,schwaneke jeffrey a.,CNC,2.6308
neidorff michael f,schwaneke jeffrey a.,CNC,3.18052
neidorff michael f,williamson keith h,CNC,2.31243
schwaneke jeffrey a.,williamson keith h,CNC,3.65834
finizio robert g,milligan john c.k. iv,TXMD,2.05549
burgstahler david f,dean thompson,ORGO,6.50771
gray david c,joseph jason,AZTA,2.04082
gray david c,robertson lindon g,AZTA,2.00567
gray david c,schwartz stephen s,AZTA,2.69017
gray david c,vacha robin,AZTA,2.36735
gray david c,zhou ginger,AZTA,2.04082
joseph jason,schwartz stephen s,AZTA,2.11617
joseph jason,zhou ginger,AZTA,2.21489
schwartz stephen s,vacha robin,AZTA,2.50093
schwartz stephen s,zhou ginger,AZTA,2.11617
drennan mark w,green jared c.,SBSI,3.3087
wahl bryan,whitfield dianne c.,TARS,4.12245
brdar daniel,burns timothy,IPWR,2.12047
dolger joshua,feasel mark,FCEL,2.17914
gray adam,shackelton christopher s,RLH,8.36862
desai pratik,dillow jason,NEXT,3.86565
desai pratik,greene john winand jr,NEXT,5.1542
desai pratik,kripalani avinash,NEXT,3.86565
dillow jason,greene john winand jr,NEXT,3.86565
dillow jason,kripalani avinash,NEXT,3.5018
greene john winand jr,kripalani avinash,NEXT,3.86565
foss donald a,watson jill foss,CACC,2.15561
smith thomas w,vassalluzzo scott j,CACC,5.30449
bethel keith,bramlage stephen p jr,ARMK,2.81715
foss eric j,pressler brian p,ARMK,2.10647
foss eric j,reynolds stephen r,ARMK,2.5055
kroeker harrald f.,pressler brian p,ARMK,3.40456
kroeker harrald f.,reynolds stephen r,ARMK,2.07632
pressler brian p,reynolds stephen r,ARMK,2.41475
sutherland l frederick,wallace karen a,ARMK,2.77259
augins michael,friedman jonathan i,SIRO,3.88462
augins michael,slovin jeffrey,SIRO,3.36667
friedman jonathan i,slovin jeffrey,SIRO,4.52351
sasnett david,vizzini douglas r.,CWCO,2.46939
bender joel,bender scott,WHD,3.65851
hanrahan kathleen a,kristjansson gudmundur,MFA,2.28896
hanrahan kathleen a,ottinger matthew,MFA,2.13592
hanrahan kathleen a,schwartz harold e,MFA,2.34448
hanrahan kathleen a,yadav sunil,MFA,2.59834
hanrahan kathleen a,yarad stephen d.,MFA,2.59834
kristjansson gudmundur,ottinger matthew,MFA,2.13592
kristjansson gudmundur,schwartz harold e,MFA,2.06533
kristjansson gudmundur,yadav sunil,MFA,2.28896
kristjansson gudmundur,yarad stephen d.,MFA,2.28896
ottinger matthew,yadav sunil,MFA,2.13592
ottinger matthew,yarad stephen d.,MFA,2.13592
schwartz harold e,yadav sunil,MFA,2.34448
schwartz harold e,yarad stephen d.,MFA,2.34448
yadav sunil,yarad stephen d.,MFA,2.59834
cassidy brian p,kilpatrick daniel g.,WOW,9.45678
cassidy brian p,marcus jeffrey,WOW,10.3946
kilpatrick daniel g.,marcus jeffrey,WOW,10.3946
chu chinh,giordano jason k,UTZ,4.74725
donahoe john j,wadors patricia l,NOW,2.09381
balkanski alexandre,dunlevie bruce,ASAN,2.01727
balkanski alexandre,fenton peter h,ASAN,2.01727
balkanski alexandre,gurley j william,ASAN,2.01727
balkanski alexandre,harvey kevin,ASAN,2.01727
balkanski alexandre,kagle robert,ASAN,2.01727
balkanski alexandre,lasky mitchell,ASAN,2.01727
balkanski alexandre,spurlock steven m,ASAN,2.01727
dunlevie bruce,fenton peter h,ASAN,2.01727
dunlevie bruce,gurley j william,ASAN,2.01727
dunlevie bruce,harvey kevin,ASAN,2.01727
dunlevie bruce,kagle robert,ASAN,2.01727
dunlevie bruce,lasky mitchell,ASAN,2.01727
dunlevie bruce,spurlock steven m,ASAN,2.01727
fenton peter h,gurley j william,ASAN,2.01727
fenton peter h,harvey kevin,ASAN,2.01727
fenton peter h,kagle robert,ASAN,2.01727
fenton peter h,lasky mitchell,ASAN,2.01727
fenton peter h,spurlock steven m,ASAN,2.01727
gurley j william,harvey kevin,ASAN,2.01727
gurley j william,kagle robert,ASAN,2.01727
gurley j william,lasky mitchell,ASAN,2.01727
gurley j william,spurlock steven m,ASAN,2.01727
harvey kevin,kagle robert,ASAN,2.01727
harvey kevin,lasky mitchell,ASAN,2.01727
harvey kevin,spurlock steven m,ASAN,2.01727
kagle robert,lasky mitchell,ASAN,2.01727
kagle robert,spurlock steven m,ASAN,2.01727
lasky mitchell,spurlock steven m,ASAN,2.01727
becker douglas l,hoehn saric ruldolf christopher,LAUR,10.7033
becker douglas l,taslitz steven,LAUR,10.7033
hoehn saric ruldolf christopher,taslitz steven,LAUR,10.7033
ball antony c,nkosi monde,UEPS,4.58612
lambert anne barber,welch thomas gordon,MMAT,4.17264
raterman thomas b.,spreng r david,RWAY,5.83707
adelman david j.,forman michael c.,FSIC,9.40246
blake katryn,nelson donald r,VPRT,2.6165
cerminara kyle,johnson lewis m,BTN,16.1293
cerminara kyle,moglia joseph h,BTN,18.0727
johnson lewis m,moglia joseph h,BTN,16.5058
durr julie j,gerdin ann s,HTLD,6.19184
durr julie j,janssen angela k,HTLD,6.19184
gerdin ann s,janssen angela k,HTLD,6.19184
barbara bradley baekgaard family foundation,byrne james bradley,VRA,2.06939
barbara bradley baekgaard family foundation,byrne thomas farrell ii,VRA,2.06939
barbara bradley baekgaard family foundation,hall joan b.,VRA,2.29932
barbara bradley baekgaard family foundation,hall robert j,VRA,2.29932
byrne james bradley,byrne thomas farrell ii,VRA,2.84163
byrne james bradley,hall joan b.,VRA,2.79388
byrne james bradley,hall robert j,VRA,2.79388
byrne thomas farrell ii,hall joan b.,VRA,2.79388
byrne thomas farrell ii,hall robert j,VRA,2.79388
hall joan b.,hall robert j,VRA,3.10431
dysard jeffrey michael,mumford colleen elizabeth,CCMP,2.8398
handler bradley a,handler brent l,ISPO,2.90748
brower linda s,veksler angela dawne,WAFD,2.64941
beale jeffrey p,faust thomas e jr,EV,2.42067
beale jeffrey p,hylton laurie g,EV,3.10038
beale jeffrey p,langstraat brian d.,EV,2.06966
beale jeffrey p,marius frederick s,EV,2.8327
beale jeffrey p,perkin edward j.,EV,2.64063
beale jeffrey p,swaffield payson f,EV,4.45501
faust thomas e jr,hylton laurie g,EV,4.5035
faust thomas e jr,langstraat brian d.,EV,3.71747
faust thomas e jr,marius frederick s,EV,4.15032
faust thomas e jr,swaffield payson f,EV,2.61191
faust thomas e jr,witkos matthew j,EV,2.36547
hylton laurie g,langstraat brian d.,EV,3.69932
hylton laurie g,marius frederick s,EV,4.61248
hylton laurie g,swaffield payson f,EV,3.41071
hylton laurie g,witkos matthew j,EV,2.70538
langstraat brian d.,marius frederick s,EV,3.77547
langstraat brian d.,swaffield payson f,EV,2.06822
langstraat brian d.,witkos matthew j,EV,2.1123
marius frederick s,swaffield payson f,EV,2.84404
marius frederick s,witkos matthew j,EV,2.89723
perkin edward j.,swaffield payson f,EV,2.37612
johnson marianne boyd,nave james e d v m,WAL,2.08822
andreessen marc l,horowitz benjamin a,PD,2.01727
huston benjamin e.,jenkins mark w.,CVNA,2.32436
mule edward a,o'shea robert j,PDLI,12.7551
stein benjamin forester,sternberg zachary,GTT,6.71437
kiper christopher s,vizi bradley,FSTR,7.812
kiper christopher s,white raymond t.,FSTR,7.812
vizi bradley,white raymond t.,FSTR,7.812
landes joshua,obus nelson,NATR,7.36735
efstratis e. nicholaus,madsen kent,INST,7.63415
dakos andrew,goldstein phillip,RIT,9.74197
dakos andrew,samuels steven,RIT,9.74197
goldstein phillip,samuels steven,RIT,9.74197
stein benjamin forester,sternberg zachary,XPO,11.56
bates jason a,francis scott e,PKY,2.95627
bates jason a,heistand james r,PKY,2.58673
francis scott e,heistand james r,PKY,2.30612
douglas james e iii,douglas kevin,IMAX,3.12245
charles e. gale fidelity rollover ira,evelyn p. rose fidelity rollover ira,RETA,4.12245
charles e. gale fidelity rollover ira,gale charles e.,RETA,4.12245
charles e. gale fidelity rollover ira,rose evelyn p.,RETA,4.12245
charles e. gale fidelity rollover ira,rose william,RETA,4.12245
evelyn p. rose fidelity rollover ira,gale charles e.,RETA,4.12245
evelyn p. rose fidelity rollover ira,rose evelyn p.,RETA,4.12245
evelyn p. rose fidelity rollover ira,rose william,RETA,4.12245
gale charles e.,rose evelyn p.,RETA,4.12245
gale charles e.,rose william,RETA,4.12245
mcgaughy r kent jr,traweek james w jr,RETA,6.09788
rose evelyn p.,rose william,RETA,4.12245
bass douglas richard,chapman peter robert,GWB,2.73404
bass douglas richard,gough michael,GWB,2.27918
bass douglas richard,pederson andrew james,GWB,2.47274
bass douglas richard,straka donald j,GWB,2.57325
chapman peter robert,erkonen scott edward,GWB,2.23854
chapman peter robert,pederson andrew james,GWB,2.90206
chapman peter robert,straka donald j,GWB,3.17845
erkonen scott edward,knieriem karlyn m,GWB,3.78865
erkonen scott edward,pederson andrew james,GWB,4.14495
erkonen scott edward,straka donald j,GWB,4.34255
gough michael,karels kenneth james,GWB,2.17929
knieriem karlyn m,pederson andrew james,GWB,3.67393
knieriem karlyn m,straka donald j,GWB,3.86004
pederson andrew james,straka donald j,GWB,5.52721
sanchez antonio r iii,sanchez eduardo augusto,SNMP,4.27494
sanchez antonio r iii,willinger gerald f,SNMP,3.17551
sanchez eduardo augusto,willinger gerald f,SNMP,3.86211
akgonul rifat kerim,trefler alan,PEGA,2.46468
kavanaugh frank,neuman emanuel d,MDRR,6.61224
garabedian raffi,widmar mark r,FSLR,2.06122
cumming ian m.,cumming john d.,CWGL,2.42634
lindenbaum bennett d,lindenbaum matthew a,BDGE,5.90047
cortezi nicholas dominic,katz mark stephen,RYAN,2.28707
foster andrew b,waltz todd,AMTX,7.32462
file justin j.,pelletier saundra l,EVFM,2.89002
graf james a,song paul y.,NKGN,2.62391
lawrence bryan h,leidel peter a,METC,11.7047
bartholdson john a.,michas alexis p,LINC,11.8955
berthelin michel pierre rose,conklin james,ADNT,3.05276
berthelin michel pierre rose,delgrosso douglas g,ADNT,2.55108
berthelin michel pierre rose,dorlack jerome j.,ADNT,4.24656
berthelin michel pierre rose,huang jian james,ADNT,3.60209
berthelin michel pierre rose,smith gregory scott,ADNT,3.48225
berthelin michel pierre rose,tiltmann heather m,ADNT,4.56771
conklin james,dorlack jerome j.,ADNT,2.75084
conklin james,huang jian james,ADNT,2.30852
conklin james,marianos stephanie s,ADNT,4.46879
conklin james,oswald mark a,ADNT,4.46879
conklin james,smith gregory scott,ADNT,2.73156
conklin james,tiltmann heather m,ADNT,4.10371
delgrosso douglas g,dorlack jerome j.,ADNT,2.44727
delgrosso douglas g,huang jian james,ADNT,2.05586
delgrosso douglas g,tiltmann heather m,ADNT,2.39551
dorlack jerome j.,huang jian james,ADNT,3.35302
dorlack jerome j.,smith gregory scott,ADNT,3.28079
dorlack jerome j.,tiltmann heather m,ADNT,4.30159
huang jian james,smith gregory scott,ADNT,3.06836
huang jian james,tiltmann heather m,ADNT,3.5187
marianos stephanie s,oswald mark a,ADNT,8.93758
marianos stephanie s,smith gregory scott,ADNT,2.02585
marianos stephanie s,tiltmann heather m,ADNT,2.4908
oswald mark a,smith gregory scott,ADNT,2.02585
oswald mark a,tiltmann heather m,ADNT,2.4908
smith gregory scott,tiltmann heather m,ADNT,3.77581
duchene kate w,ryu jennifer y,RGP,3.21905
clowe kevin,leone john,IBEX,8.21778
clowe kevin,mellinger pierre,IBEX,8.21778
leone john,mellinger pierre,IBEX,8.21778
caldwell christopher a,larocque peter,SNX,5.01112
caldwell christopher a,leung simon,SNX,2.87266
caldwell christopher a,murai kevin m,SNX,2.00764
caldwell christopher a,polk dennis,SNX,2.43321
larocque peter,leung simon,SNX,2.92822
larocque peter,polk dennis,SNX,2.37957
leung simon,polk dennis,SNX,3.61108
leung simon,witt marshall,SNX,3.29972
polk dennis,witt marshall,SNX,2.70373
barta jan,pale fire capital se,GRPN,3.55942
barta jan,senkypl dusan,GRPN,3.55942
pale fire capital se,senkypl dusan,GRPN,3.55942
bergeron jr john e,boling mark k,SWN,3.13022
bergeron jr john e,owen robert craig,SWN,2.99778
kerley gregory d,stubblefield joe alan,SWN,2.5
mueller steven l,owen robert craig,SWN,2.51611
mueller steven l,ponder randall d,SWN,3.45845
mueller steven l,sherrick jeffrey b,SWN,4.30385
owen robert craig,ponder randall d,SWN,2.67543
owen robert craig,sherrick jeffrey b,SWN,3.52099
ponder randall d,sherrick jeffrey b,SWN,5.16029
sherrick jeffrey b,stubblefield joe alan,SWN,4.11111
goren david,hohener john w,MSCC,3.56696
goren david,litchfield steven g,MSCC,3.68324
goren david,peterson james j,MSCC,3.26607
goren david,pickle paul h,MSCC,2.51199
hohener john w,litchfield steven g,MSCC,3.58826
hohener john w,peterson james j,MSCC,3.18441
hohener john w,pickle paul h,MSCC,2.4719
litchfield steven g,peterson james j,MSCC,3.28753
litchfield steven g,pickle paul h,MSCC,2.53036
peterson james j,pickle paul h,MSCC,2.16194
hamilton christine e,hamilton edward d.,SABS,3.23878
baskett forest,sandell scott d,ARDX,2.13842
christian patricia g,groetelaars john p,BCR,3.01878
christian patricia g,lupisella frank jr,BCR,2.82149
christian patricia g,weiland john h,BCR,3.50735
ahmadzai david,waters mitchell,NXGN,2.13212
margolis jeffrey h,sides david william,NXGN,2.2172
krach keith j.,meeker mary g,DOCU,2.89286
nikl robert j,pileggi jennifer,SGI,2.17914
holman david c,horton k brian,CUNB,9.54044
mayo judy z,simon jose m,PNY,2.43097
heard david w,pollack andrew r,JDSU,3.27098
jackson rex s,pollack andrew r,JDSU,3.20408
pollack andrew r,scrivanich luke m,JDSU,2.56327
keetch chad,snapper suzanne d.,ENSG,2.81609
gonzalez luis a,vallejos hinojosa rosario del pilar,AVO,3.30363
binnun sharon,neilson paul,HRTG,2.32823
walton alice l,walton jim c,WMT,9.44321
walton alice l,walton s robson,WMT,9.50841
walton jim c,walton s robson,WMT,9.44392
crocker mary jayne,espeseth laura,BWB,3.18481
salazar lisa m,shellberg jeffrey d.,BWB,2.22689
goldberg david i,sun pei,BZH,3.14378
diehl jeffrey t,sarowitz steven i,PCTY,3.8084
deml wolfgang,richenhagen martin,AGCO,3.6
bjorgolfsson thor,nicholas j. calamari,BETR,7.44548
berntsen torry,smith g stacy,IBTX,2.15596
dahl james h,dahl william l.,POPE,6.70885
colosi michael f,mowbray stacey,WTW,2.46939
baskett forest,sandell scott d,DATA,6.43462
chabot christian,stolte chris,DATA,2.0259
conder keenan michael,selipsky adam,DATA,2.1
durban egon,helgason david,U,2.66064
cromie sean,khoury amin j,BEAV,2.33771
cromie sean,lieberherr werner,BEAV,2.09796
cromie sean,patch ryan m,BEAV,2.97286
khoury amin j,lieberherr werner,BEAV,2.40691
khoury amin j,patch ryan m,BEAV,3.32779
lieberherr werner,patch ryan m,BEAV,2.82155
bloomfield douglas c,veillette robert e,NDSN,2.47113
thaxton gregory a,veillette robert e,NDSN,2.16572
berryman kevin c,demetriou steven j.,JEC,2.42035
berryman kevin c,tyler michael r,JEC,2.30753
demetriou steven j.,tyler michael r,JEC,2.36122
messing barbara,sturman daniel,RBLX,3.77766
parshall b lynne,xanthopoulos kleanthis g,RGLS,2.88462
hasson heather l.,spear catherine eva,FIGS,2.23907
baskett forest,florence anthony a. jr.,IMRA,13.7144
baskett forest,kerins patrick j,IMRA,13.7144
baskett forest,sandell scott d,IMRA,13.7144
baskett forest,sonsini peter w.,IMRA,13.7144
florence anthony a. jr.,kerins patrick j,IMRA,13.7144
florence anthony a. jr.,sandell scott d,IMRA,13.7144
florence anthony a. jr.,sonsini peter w.,IMRA,13.7144
kerins patrick j,sandell scott d,IMRA,13.7144
kerins patrick j,sonsini peter w.,IMRA,13.7144
kolchinsky peter,shah rajeev m.,IMRA,11.2704
sandell scott d,sonsini peter w.,IMRA,13.7144
crockett todd,mironov jason,ZI,12.2219
lieberman les j,tese vincent,FCB,2.04917
callahan craig t,meisgeier nathan j,WERN,4.36434
johnson james lynn,leathers derek j,WERN,3.75345
johnson james lynn,mullen james a,WERN,7.97237
johnson james lynn,nordlund h marty,WERN,5.45823
johnson james lynn,sather duane k,WERN,4.79509
johnson james lynn,schelble jim s,WERN,7.65717
johnson james lynn,steele john j,WERN,8.62651
johnson james lynn,synowicki robert e jr,WERN,4.1941
johnson james lynn,werner gary l,WERN,5.11807
johnson james lynn,werner gregory l,WERN,2.30313
leathers derek j,mullen james a,WERN,3.32182
leathers derek j,nordlund h marty,WERN,2.18555
leathers derek j,sather duane k,WERN,2.40435
leathers derek j,schelble jim s,WERN,3.35963
leathers derek j,steele john j,WERN,3.75345
leathers derek j,werner gary l,WERN,2.13253
mullen james a,nordlund h marty,WERN,5.44427
mullen james a,sather duane k,WERN,5.67111
mullen james a,schelble jim s,WERN,7.03444
mullen james a,steele john j,WERN,7.97237
mullen james a,synowicki robert e jr,WERN,4.83935
mullen james a,werner gary l,WERN,6.29688
mullen james a,werner gregory l,WERN,3.01538
nordlund h marty,sather duane k,WERN,3.16966
nordlund h marty,schelble jim s,WERN,4.64251
nordlund h marty,steele john j,WERN,5.45823
nordlund h marty,synowicki robert e jr,WERN,2.94898
nordlund h marty,werner gary l,WERN,3.49509
sather duane k,schelble jim s,WERN,4.06756
sather duane k,steele john j,WERN,4.79509
sather duane k,synowicki robert e jr,WERN,2.58673
sather duane k,werner gary l,WERN,3.18481
schelble jim s,steele john j,WERN,7.65717
schelble jim s,synowicki robert e jr,WERN,3.70068
schelble jim s,werner gary l,WERN,4.51594
schelble jim s,werner gregory l,WERN,2.03217
steele john j,synowicki robert e jr,WERN,4.1941
steele john j,werner gary l,WERN,5.11807
steele john j,werner gregory l,WERN,2.30313
synowicki robert e jr,werner gary l,WERN,6.99017
synowicki robert e jr,werner gregory l,WERN,3.14558
werner gary l,werner gregory l,WERN,4.4449
chidsey john,maupin john e jr d d s,HLS,2.69898
chidsey john,shaw l edward jr,HLS,2.69898
maupin john e jr d d s,shaw l edward jr,HLS,2.69898
baldwin robert,d'arrigo daniel,MGM,3.84001
baldwin robert,hornbuckle william,MGM,2.18059
baldwin robert,james phyllis,MGM,3.82556
baldwin robert,mcmanus john,MGM,2.22258
baldwin robert,murren james,MGM,3.59199
baldwin robert,sanders corey ian,MGM,2.0618
baldwin robert,selwood robert,MGM,3.33542
d'arrigo daniel,hornbuckle william,MGM,2.09799
d'arrigo daniel,james phyllis,MGM,3.76668
d'arrigo daniel,mcmanus john,MGM,2.201
